漢字,羅馬字,來源,會用得無
!,!,詞彙分級
!,！,詞彙分級
jiak4kuh4,jiak4-kuh4,itaigi
jian3ba3,jian3-ba3,itaigi
jian3bah4,jian3-bah4,詞彙分級
jiang2kian2pho3sirh4,jiang2-kian2-pho3-sirh4,itaigi
jiang9kian2,jiang9-kian2,詞彙分級
jih4的,jih4-e5,詞彙分級
jim2,jim2,詞彙分級
jin9jin2,jin9-jin2,itaigi
jio1toh4,jio1-toh4,詞彙分級
jio2toh4,jio2-toh4,itaigi
jio2toh4,jio2-toh4,詞彙分級
ju1,ju1,詞彙分級
jue1,jue1,詞彙分級
just,just,詞彙分級
ka1,ka1,twisas-語料庫系統
ka3sang3,ka3-sang3,twisas-語料庫系統
ka9,ka9,twisas-語料庫系統
kah4味,kah4-bi7,詞彙分級
kai5,kai5,詞彙分級
kang9,kang9,twisas-語料庫系統
kann9,kann9,twisas-語料庫系統
key盤,khi2-puann5,itaigi
kha1,kha1,itaigi
kha1bang2,kha1-bang2,itaigi
kha1bang2,kha1-bang2,詞彙分級
kha1bang2乎,kha1-bang2-honnh4,twisas-語料庫系統
kha1bang2喔,kha1-bang2-ooh4,twisas-語料庫系統
kha1la2oo2khe1,kha1-la2-oo2-khe1,itaigi
kha1me2lah4,kha1-me2-lah4,itaigi
kha1pu2tshi2nooh4,kha1-pu2-tshi2-nooh4,itaigi
kha1ta2lok4guh4,kha1-ta2-lok4-guh4,itaigi
kha1tian2,kha1-tian2,itaigi
kha1tian2,kha1-tian2,twisas-語料庫系統
kha1tian2喔,kha1-tian2-ooh4,twisas-語料庫系統
kha2bong2,kha2-bong2,詞彙分級
kha2khih4,kha2-khih4,詞彙分級
kha2su7khoo3,kha2-su7-khoo3,itaigi
kha3,kha3,twisas-語料庫系統
kha3sang3,kha3-sang3,itaigi
kha3sang3,kha3-sang3,twisas-語料庫系統
kha3sang3,kha3-sang3,詞彙分級
kha3sang3無,kha3-sang3-bo5,twisas-語料庫系統
kha3suh4,kha3-suh4,itaigi
kha3too3,kha3-too3,itaigi
kha3tsiang3,kha3-tsiang3,itaigi
kha3tsiang3,kha3-tsiang3,twisas-語料庫系統
kha3tsiang3無,kha3-tsiang3-bo5,twisas-語料庫系統
khai3,khai3,twisas-語料庫系統
khai3啊,khai3-ah4,twisas-語料庫系統
khai3啦,khai3-lah4,twisas-語料庫系統
khai3的,khai3-e5,twisas-語料庫系統
kham1,kham1,itaigi
khan9jioh8,khan2-jioh8,詞彙分級
khan9jioo2,khan9-jioo2,itaigi
khang9pang2,khang9-pang2,itaigi
khang9pang2,khang9-pang2,twisas-語料庫系統
khang9pang2,khang9-pang2,詞彙分級
khang9pang2乎,khang9-pang2-honnh4,twisas-語料庫系統
khe1tsi2bang2,khe1-tsi2-bang2,itaigi
khe1tsiap4puh4,khe1-tsiap4-puh4,itaigi
khe2sih4,khe2-sih4,itaigi
khe3su3,khe3-su3,itaigi
kheh4,kheh4,詞彙分級
khi1kuainn7khi1kuainn7,khi1-kuainn7-khi1-kuainn7,詞彙分級
khi1li1khong1long1,khi1-li1-khong1-long1,詞彙分級
khi1moo2tsih4,khi1-moo2-tsih4,itaigi
khi2,khi2,twisas-語料庫系統
khi2khu3,khi2-khu3,twisas-語料庫系統
khi2looh4,khi2-looh4,itaigi
khi2poo3,khi2-poo3,itaigi
khia1,khia1,詞彙分級
khia1空,khia1-khang1,詞彙分級
khia7hang2,khia7-hang2,itaigi
khiai3,khiai3,twisas-語料庫系統
khian3thian1khian3thian1,譴-天-譴-天,itaigi
khiang1,khiang1,詞彙分級
khiaunnh4,khiaunnh4,詞彙分級
khih8,khih8,詞彙分級
khik8lik8,khik8-lik8,詞彙分級
khit4teh4,khit4-teh4,itaigi
khiu2,khiu2,twisas-語料庫系統
khiu9ian2,khiu9-ian2,itaigi
khiu9khe2,khiu9-khe2,itaigi
kho1,kho1,詞彙分級
khok4puh4,khok4-puh4,itaigi
khok8,khok8,詞彙分級
khok8khok8,khok8-khok8,詞彙分級
khok8khok8傱,khok8-khok8-tsong5,詞彙分級
khok8khok8嗽,khok8-khok8-sau3,詞彙分級
khok8khok8搟,khok8-khok8-hian2,詞彙分級
khong1pe2a2,khong1-pe2-a2,詞彙分級
khong3buh4,khong3-buh4,itaigi
khong7,khong7,itaigi
khong7ku1li2,khong7-ku1-li2,itaigi
khong7ku1li2,khong7-ku1-li2,詞彙分級
khoo1le2lah4,khoo1-le2-lah4,itaigi
khoo1mi2siong2,khoo1-mi2-siong2,itaigi
khoo1mi2siong2,khoo1-mi2-siong2,twisas-語料庫系統
khoo1mi2siong2乎,khoo1-mi2-siong2-honnh4,twisas-語料庫系統
khoo1mi2siong2呢,khoo1-mi2-siong2-neh4,twisas-語料庫系統
khoo1mi2siong2喔,khoo1-mi2-siong2-ooh4,twisas-語料庫系統
khoo2khooh4,khoo2-khooh4,itaigi
khoo2sang2,khoo2-sang2,詞彙分級
khoo3,khoo3,twisas-語料庫系統
khoo3lah4,khoo3-lah4,itaigi
khoo3too3,khoo3-too3,itaigi
khoo3乎,khoo3-honnh4,twisas-語料庫系統
khoo3啦,khoo3-lah4,twisas-語料庫系統
khu1la2tsih4,khu1-la2-tsih4,itaigi
khu1li2muh4,khu1-li2-muh4,itaigi
khu1li3mu3,khu1-li3-mu3,itaigi
khu1lo3,khu1-lo3,詞彙分級
khu1siong2,khu1-siong2,itaigi
khu2,khu2,itaigi
khu2lo3,khu2-lo3,詞彙分級
khu2looh4,khu2-looh4,詞彙分級
khu3,khu3,twisas-語料庫系統
khuai2仔,khuai2-a2,twisas-語料庫系統
khuai2啊,khuai2-ah4,twisas-語料庫系統
khue3,khue3,twisas-語料庫系統
khuh4looh4,khuh4-looh4,詞彙分級
ki1ki1kuh8kuh8,ki1-ki1-kuh8-kuh8,詞彙分級
ki1ki1tu7tu7,ki1-ki1-tu7-tu7,twisas-語料庫系統
ki7ku7叫,ki7-ku7-kio3,twisas-語料庫系統
ki7long2,ki7-long2,twisas-語料庫系統
kiah8著,kiah8-tioh8,詞彙分級
kian2muh4,kian2-muh4,itaigi
kian9,kian9,twisas-語料庫系統
kiann9,kiann9,twisas-語料庫系統
kiann9日,kiann9-lit8,twisas-語料庫系統
kiap4,kiap4,詞彙分級
kiat8,kiat8,itaigi
kiau1kiau1叫,kiau1-kiau1-kio3,twisas-語料庫系統
kin1siok8,kin1-siok8,詞彙分級
king1,king1,twisas-語料庫系統
kinn1ka1ke5,kinn1-ka1-ke5,itaigi
kiss,kiss,詞彙分級
kiu3kiu3吼,kiu3-kiu3-hau2,詞彙分級
kiuh4,kiuh4,itaigi
know,know,詞彙分級
ko1,ko1,詞彙分級
kok4,kok4,詞彙分級
kok8,kok8,詞彙分級
kong3kong3流,kong3-kong3-lau5,詞彙分級
kong3kong3芳,kong3-kong3-phang1,詞彙分級
kong5,kong5,詞彙分級
kong7kiauh4,kong7-kiauh4,itaigi
kong9,kong9,twisas-語料庫系統
koo1koo1叫,koo1-koo1-kio3,詞彙分級
ku1,ku1,詞彙分級
ku1ku1叫,ku1-ku1-kio3,詞彙分級
ku1la2muh4,ku1-la2-muh4,詞彙分級
ku1lu1,ku1-lu1,詞彙分級
ku2,ku2,詞彙分級
ku3,ku3,詞彙分級
ku5,ku5,詞彙分級
ku7,ku7,詞彙分級
kuainn5,kuainn5,詞彙分級
kuainn7kuainn7kuainn7,kuainn7-kuainn7-kuainn7,詞彙分級
kuat4虎,kuat4-hoo2,詞彙分級
kuei3,kuei3,twisas-語料庫系統
kuh4,kuh4,詞彙分級
kuh4kuh4kuh4,kuh4-kuh4-kuh4,詞彙分級
kuh8,kuh8,詞彙分級
kuh8kuh8kuh8,kuh8-kuh8-kuh8,詞彙分級
kun2hiann5,kun2-hiann5,詞彙分級
l,l,詞彙分級
la1,la1,itaigi
la1,la1,詞彙分級
la1ji2oo3,la1-ji2-oo3,詞彙分級
la1ji2ooh4,la1-ji2-ooh4,itaigi
la1ji2ooh4,la1-ji2-ooh4,詞彙分級
la1ji2ooh4乎,la1-ji2-ooh4-honnh4,twisas-語料庫系統
la1kiat4tooh4,la1-kiat4-tooh4,itaigi
la1li2ooh4,la1-li2-ooh4,twisas-語料庫系統
la1me3ng3,la1-me3-ng3,itaigi
la1mu2neh4,la1-mu2-neh4,itaigi
la7the2,la7-the2,itaigi
lady,lady,詞彙分級
lai2,lai2,twisas-語料庫系統
lai2ta3,lai2-ta3,詞彙分級
lai3tah4,lai3-tah4,itaigi
lai5jioo2bu2,lai5-jioo2-bu2,詞彙分級
lai9jioo3bu3,lai9-jioo3-bu3,itaigi
lai9lin2gu3,lai9-lin2-gu3,itaigi
lam1ma2khong2,lam1-ma2-khong2,itaigi
lan2lin5pau1,lan2-lin5-pau1,itaigi
land,land,詞彙分級
lang2sang2,lang2-sang2,詞彙分級
lang3kang2,lang3-kang2,itaigi
lap4乎,lap4-honnh4,twisas-語料庫系統
lau1lau1,lau1-lau1,詞彙分級
lau1lau1咧,lau1-lau1-leh4,詞彙分級
lau3tsheh8,lau3-tsheh8,itaigi
lau7su1,lau7-su1,詞彙分級
laugh,laugh,詞彙分級
laughing,laughing,詞彙分級
le1,le1,詞彙分級
le1bong2,le1-bong2,itaigi
le1khoo1too3,le1-khoo1-too3,itaigi
le3sir3,le3-sir3,itaigi
le3tau2,le3-tau2,詞彙分級
le7,le7,詞彙分級
le9,le9,twisas-語料庫系統
lee1,lee1,詞彙分級
leh4leh4,leh4-leh4,twisas-語料庫系統
li1a2khah4,li1-a2-khah4,itaigi
li1koo7,li1-koo7,itaigi
li1lo7koo5,li1-lo7-koo5,詞彙分級
li7long2,li7-long2,twisas-語料庫系統
li9bong2,li9-bong2,twisas-語料庫系統
li9bong2乎,li9-bong2-honnh4,twisas-語料庫系統
lian9tang2,lian9-tang2,itaigi
lian9tsik4kuh4,lian9-tsik4-kuh4,詞彙分級
liau5lo5,liau5-lo5,詞彙分級
lih4,lih4,twisas-語料庫系統
lik8,lik8,twisas-語料庫系統
like,like,詞彙分級
lin2,lin2,twisas-語料庫系統
lin3goo3,lin3-goo3,itaigi
lin3goo3,lin3-goo3,twisas-語料庫系統
lin3gooh4,lin3-gooh4,詞彙分級
lin9jin2,lin9-jin2,itaigi
lin9jin2,lin9-jin2,twisas-語料庫系統
lin9tsin2,lin9-tsin2,itaigi
line,line,詞彙分級
ling3,ling3,twisas-語料庫系統
ling5,ling5,詞彙分級
ling5ling5,ling5-ling5,詞彙分級
lioh4,lioh4,詞彙分級
liooh4,liooh4,詞彙分級
little,little,詞彙分級
lo1li2仔,lo1-li2-a2,itaigi
lo9,lo9,twisas-語料庫系統
lok4kai1siooh4,lok4-kai1-siooh4,詞彙分級
lok4koh4sok4koh4,lok4-koh4-sok4-koh4,詞彙分級
lok4som7lok4som7,lok4-som7-lok4-som7,詞彙分級
lom3lom3,lom3-lom3,itaigi
long1,long1,詞彙分級
long1long1,long1-long1,詞彙分級
long1long1走,long1-long1-tsau2,詞彙分級
long7,long7,詞彙分級
long7liu2lian1,long7-liu2-lian1,詞彙分級
loo1lai2ba3,loo1-lai2-ba3,itaigi
loo2,loo2,詞彙分級
loo2li2a2,loo2-li2-a2,itaigi
loo2sir3,loo2-sir3,itaigi
loo3sir3,loo3-sir3,itaigi
loo3su3肉,loo3-su3-bah4,itaigi
loo3suh4,loo3-suh4,itaigi
lop4lop4,lop4-lop4,itaigi
lu1,lu1,詞彙分級
lua7lua7泅,lua7-lua7-siu5,詞彙分級
lua7lua7趖,lua7-lua7-so5,詞彙分級
luai3,luai3,twisas-語料庫系統
luai3啦,luai3-lah4,twisas-語料庫系統
luaih4,luaih4,twisas-語料庫系統
lucky,lucky,詞彙分級
lue9,lue9,twisas-語料庫系統
lueh4,lueh4,twisas-語料庫系統
lueh4乎,lueh4-honnh4,twisas-語料庫系統
lueh4啊,lueh4-ah4,twisas-語料庫系統
lueh4矣,lueh4-ah4,twisas-語料庫系統
lut4lut4,lut4-lut4,itaigi
m1,m1,twisas-語料庫系統
m1,m1,詞彙分級
m5,m5,twisas-語料庫系統
ma1,ma1,twisas-語料庫系統
ma1khu1tooh4,ma1-khu1-tooh4,itaigi
ma1la2li2a2,ma1-la2-li2-a2,itaigi
ma1la2song2,ma1-la2-song2,itaigi
ma1sa3tsi3,ma1-sa3-tsi3,itaigi
ma1sah4,ma1-sah4,詞彙分級
ma2,ma2,itaigi
ma2,ma2,twisas-語料庫系統
ma2sah4,ma2-sah4,twisas-語料庫系統
ma2sah4,ma2-sah4,詞彙分級
ma2too1,ma2-too1,itaigi
ma2tsih4,ma2-tsih4,詞彙分級
ma5kha1long2,ma5-kha1-long2,itaigi
ma7,ma7,twisas-語料庫系統
ma7tsia1,ma7-tsia1,itaigi
mah4tsih4喔,mah4-tsih4-ooh4,twisas-語料庫系統
mah4tsih4的啊,mah4-tsih4-e5-ah4,twisas-語料庫系統
mai2khuh4,mai2-khuh4,itaigi
mai2ku3,mai2-ku3,itaigi
mai7tshainn2,mai7-tshainn2,詞彙分級
makeup,make-up,詞彙分級
malaria,malaria,詞彙分級
me1,me1,詞彙分級
me1li2a2,me1-li2-a2,itaigi
me1long2,me1-long2,itaigi
me3si3,me3-si3,itaigi
me3su3,me3-su3,itaigi
me9long2,me9-long2,詞彙分級
meet,meet,詞彙分級
meh4,meh4,twisas-語料庫系統
meh4,meh4,詞彙分級
meh4meh4,meh4-meh4,twisas-語料庫系統
meh4tsih4,meh4-tsih4,twisas-語料庫系統
meh4tsih4乎,meh4-tsih4-honnh4,twisas-語料庫系統
meh4哼,meh4-hngh4,twisas-語料庫系統
meh4啊啊,meh4-ah4-ah4,twisas-語料庫系統
meh4嘿,meh4-heh4,twisas-語料庫系統
mh10,mh10,twisas-語料庫系統
mh4,mh4,twisas-語料庫系統
mh4,mh4,詞彙分級
mh4唅,mh4-hannh4,twisas-語料庫系統
mh4啊,mh4-ah4,twisas-語料庫系統
mi1,mi1,詞彙分級
mi1sin2,mi1-sin2,itaigi
mi1so2si2luh4,mi1-so2-si2-luh4,itaigi
mi1soh4,mi1-soh4,詞彙分級
mi1sooh4,mi1-sooh4,twisas-語料庫系統
mi21sooh4,mi2-1sooh4,itaigi
mi2soh4,mi2-soh4,itaigi
mi2sooh4,mi2-sooh4,twisas-語料庫系統
mia9載,mia9-tsai3,twisas-語料庫系統
miau1,miau1,詞彙分級
miau1miau1miau1,miau1-miau1-miau1,詞彙分級
money,money,詞彙分級
moo1,moo1,詞彙分級
moo1le2luh4,moo1-le2-luh4,詞彙分級
moo1lin3kuh4,moo1-lin3-kuh4,詞彙分級
moo1si1,moo1-si1,詞彙分級
moo2khah4,moo2-khah4,itaigi
moo2oh4,moo2-oh4,itaigi
moo3,moo3,詞彙分級
moo3ta3,moo3-ta3,itaigi
moo5ling2kuh4,moo5-ling2-kuh4,詞彙分級
moo5ling3kuh4,moo5-ling3-kuh4,詞彙分級
moo9,moo9,twisas-語料庫系統
moo9ling3kuh4,moo9-ling3-kuh4,詞彙分級
mooh4tah4,mooh4-tah4,詞彙分級
mooh4鼻,mooh4-phinn7,itaigi
morning,morning,詞彙分級
mua2,mua2,詞彙分級
must,must,詞彙分級
my,my,詞彙分級
n,n,詞彙分級
nah4,nah4,詞彙分級
nai2,nai2,twisas-語料庫系統
nai9long2,nai9-long2,itaigi
ne1kut4tai2,ne1-kut4-tai2,itaigi
ne1kut4tai2,ne1-kut4-tai2,twisas-語料庫系統
ne1kut4tai2,ne1-kut4-tai2,詞彙分級
ne1kut4tai2喔,ne1-kut4-tai2-ooh4,twisas-語料庫系統
new,new,詞彙分級
news,news,詞彙分級
ng1,ng1,詞彙分級
ng3tng3,ng3-tng3,詞彙分級
ng7,ng7,twisas-語料庫系統
ng9,ng9,詞彙分級
ngau2ngau2ngau2,ngau2-ngau2-ngau2,詞彙分級
ngauh4,ngauh4,詞彙分級
ngh4,ngh4,twisas-語料庫系統
ngi1,ngi1,詞彙分級
ngi1ngi1,ngi1-ngi1,詞彙分級
ngiauh4kiauh4,ngiauh4-kiauh4,itaigi
ngoo5tshi5kau2,ngoo1-tshi5-kau2,詞彙分級
nh4,nh4,twisas-語料庫系統
nia2,nia2,twisas-語料庫系統
nia5,nia5,twisas-語料庫系統
nia5eh4,nia5-eh4,twisas-語料庫系統
nia5呢,nia5-neh4,twisas-語料庫系統
nia5啊,nia5-ah4,twisas-語料庫系統
nia5啦,nia5-lah4,twisas-語料庫系統
nia5嘛,nia5-mah4,twisas-語料庫系統
nia9,nia9,twisas-語料庫系統
nia9呢,nia9-neh4,twisas-語料庫系統
nih4,nih4,詞彙分級
nih4sang3,nih4-sang3,twisas-語料庫系統
no,no,詞彙分級
noo2lih4,noo2-lih4,itaigi
noo9sin2,noo9-sin2,itaigi
nooh4,nooh4,詞彙分級
not,not,詞彙分級
nước,nước,詞彙分級
o1,o1,詞彙分級
o1lin2gio2,o1-lin2-gio2,itaigi
o1too3sang3,o1-too3-sang3,twisas-語料庫系統
of,of,詞彙分級
oh4,oh4,twisas-語料庫系統
oh4,oh4,詞彙分級
oh8oh4oh4,oh8-oh4-oh4,詞彙分級
ok4,ok4,itaigi
ok4,ok4,詞彙分級
ok4sang3,ok4-sang3,詞彙分級
on,on,詞彙分級
one,one,詞彙分級
ong2,ong2,twisas-語料庫系統
onn7inn7,onn7-inn7,詞彙分級
oo1,oo1,詞彙分級
oo1ba1sang2,oo1-ba1-sang2,詞彙分級
oo1ba2san2,oo1-ba2-san2,itaigi
oo1ba2sang2,oo1-ba2-sang2,詞彙分級
oo1ji2sang2,oo1-ji2-sang2,itaigi
oo1ji2sang2,oo1-ji2-sang2,詞彙分級
oo1kha3sang3,oo1-kha3-sang3,itaigi
oo1kha3sang3,oo1-kha3-sang3,twisas-語料庫系統
oo1lian2,oo1-lian2,itaigi
oo1lin2gioo2,oo1-lin2-gioo2,itaigi
oo1ne3sang3,oo1-ne3-sang3,itaigi
oo1pa2桑,oo1-pa2-sang2,twisas-語料庫系統
oo1sang2,oo1-sang2,詞彙分級
oo1se1,oo1-se1,twisas-語料庫系統
oo1to1bai2,oo1-to1-bai2,itaigi
oo1too2bai2,oo1-too2-bai2,itaigi
oo1too2bai2,oo1-too2-bai2,twisas-語料庫系統
oo1too2bai2,oo1-too2-bai2,詞彙分級
oo1too2khooh4,oo1-too2-khooh4,詞彙分級
oo1too3sang3,oo1-too3-sang3,twisas-語料庫系統
oo3ba3,oo3-ba3,itaigi
oo3sang3,oo3-sang3,twisas-語料庫系統
ooh4,ooh4,詞彙分級
or1,or1,詞彙分級
our,our,詞彙分級
out,out,詞彙分級
óohnih4,óoh-nih4,詞彙分級
p,p,詞彙分級
pa1,pa1,詞彙分級
pa1khu2mi2lah4,pa1-khu2-mi2-lah4,itaigi
pa1pa1,pa1-pa1,twisas-語料庫系統
pa3pi2poo3,pa3-pi2-poo3,詞彙分級
pa7pu1,pa7-pu1,詞彙分級
pah4,pah4,詞彙分級
pai2pai7,pai2-pai7,twisas-語料庫系統
party,party,詞彙分級
peh4,peh4,twisas-語料庫系統
peh4,peh4,詞彙分級
peh4崎,peh4-kia7,詞彙分級
peh4起peh4落,peh4-khi2-peh4-loh8,詞彙分級
peh4起來,peh4-khi2-lai5,詞彙分級
peh4過,peh4-kue3,詞彙分級
pehf,peh4,詞彙分級
perfume,perfume,詞彙分級
ph,ph,詞彙分級
pha1li1pha1li1,pha1-li1-pha1-li1,詞彙分級
pha1tshin3ko3,pha1-tshin3-ko3,itaigi
pha1tsin3koo3,pha1-tsin3-koo3,itaigi
pha9sian3too3,pha9-sian3-too3,itaigi
phah8,phah8,詞彙分級
phai2song3,phai2-song3,itaigi
phang2,phang2,itaigi
phang2,phang2,twisas-語料庫系統
phang2phang2,phang2-phang2,詞彙分級
phang2喔,phang2-ooh4,twisas-語料庫系統
phang3ku3,phang3-ku3,itaigi
phang3見,phang3-kian3,twisas-語料庫系統
phang3見啊,phang3-kinn3-ah4,twisas-語料庫系統
phann7,phann7,itaigi
phat8tai2,phat8-tai2,itaigi
phenn1車族,phenn1-tshia1-tsok8,詞彙分級
phi1a2nooh4,phi1-a2-nooh4,itaigi
phi1phi1phiak8phiak8,phi1-phi1-phiak8-phiak8,詞彙分級
phi2sah4,phi2-sah4,itaigi
phi2tsah4,phi2-tsah4,itaigi
phi3phe3叫,phi3-phe3-kio3,twisas-語料庫系統
phi3phe3叫,phi3-phe3-kio3,詞彙分級
phiah8,phiah8,詞彙分級
phian2,phian2,詞彙分級
phian3tsi3,phian3-tsi3,詞彙分級
phian3tsih4,phian3-tsih4,itaigi
phian3tsih4,phian3-tsih4,詞彙分級
phiang3,phiang3,詞彙分級
phiat8,phiat8,詞彙分級
phih4li1phah4la1,phih4-li1-phah4-la1,詞彙分級
phih4pheh4叫,phih4-pheh4-kio3,twisas-語料庫系統
phih4pheh4叫,phih4-pheh4-kio3,詞彙分級
phih4噗,phih4-phok8,詞彙分級
phih8phok8tshainn2,phih8-phok8-tshainn2,詞彙分級
phik4phah4,phik4-phah4,詞彙分級
phin9phong2,phin9-phong2,itaigi
phin9phong2,phin9-phong2,詞彙分級
phing1phing1phong1phong1,phing1-phing1-phong1-phong1,詞彙分級
phiu1,phiu1,itaigi
phok4,phok4,itaigi
phok4phok4,phok4-phok4,itaigi
phong2,phong2,twisas-語料庫系統
phong2phong2,phong2-phong2,itaigi
phong3,phong3,詞彙分級
phong3phu3,phong3-phu3,itaigi
phoo1ke2moo1ng3,phoo1-ke2-moo1-ng3,itaigi
phu1long3kong3,phu1-long3-kong3,詞彙分級
phu1loo2phe2la2,phu1-loo2-phe2-la2,itaigi
phu5long7kong3,phu5-long7-kong3,twisas-語料庫系統
phu5long7kong3,phu5-long7-kong3,詞彙分級
phu5long7kong3的,phu5-long7-kong3-e5,twisas-語料庫系統
phu7long7kong3,phu7-long7-kong3,itaigi
piak4piak4piak4,piak4-piak4-piak4,詞彙分級
pian3juh4喔,pian3-juh4-ooh4,twisas-語料庫系統
pian3suh4,pian3-suh4,twisas-語料庫系統
piang7,piang7,詞彙分級
piang7輪,piang7-lian2,詞彙分級
piano,piano,詞彙分級
pih8pih8piak8piak8,pih8-pih8-piak8-piak8,詞彙分級
pin1pin1piang3piang3,pin1-pin1-piang3-piang3,詞彙分級
pin3piang3叫,pin3-piang3-kio3,詞彙分級
ping1ping1piang3piang3,ping1-ping1-piang3-piang3,twisas-語料庫系統
ping1ping1piang3piang3,ping1-ping1-piang3-piang3,詞彙分級
pio1滾,pio1-kun2,詞彙分級
pit4pit4pok4pok4,pit4-pit4-pok4-pok4,詞彙分級
pit4tsah4,pit4-tsah4,itaigi
pong3,pong3,詞彙分級
pu1,pu1,詞彙分級
pu1la2muh4,pu1-la2-muh4,詞彙分級
pu1lu3su3,pu1-lu3-su3,itaigi
pugˋ,pugˋ,詞彙分級
quick,quick,詞彙分級
q帶進去,q-帶-進-去,詞彙分級
raji1ooh4,ra-ji1-ooh4,詞彙分級
rap,rap,詞彙分級
real,real,詞彙分級
really,really,詞彙分級
remember,remember,詞彙分級
right,right,詞彙分級
rouble,rouble,詞彙分級
rối,rối,詞彙分級
s,s,詞彙分級
sa1kha2li2bah4,sa1-kha2-li2-bah4,itaigi
sa1khu2lah4,sa1-khu2-lah4,itaigi
sa1si2mih4,sa1-si2-mih4,itaigi
sa2keh4,sa2-keh4,itaigi
sa3suh4,sa3-suh4,itaigi
sa9bi3su3,sa9-bi3-su3,itaigi
safe,safe,詞彙分級
sah4,sah4,twisas-語料庫系統
sai3su3,sai3-su3,itaigi
sak4khuh4,sak4-khuh4,itaigi
sam1sing3sam1hing3,sam1-sing3-sam1-hing3,itaigi
sam3腰,sam3-io1,itaigi
sam7phu2luh4,sam7-phu2-luh4,twisas-語料庫系統
sam9phu2luh4,sam9-phu2-luh4,itaigi
san3bah4,san3-bah4,itaigi
san9too2it4tsih4,san9-too2-it4-tsih4,itaigi
sang3,sang3,twisas-語料庫系統
sang3soo3,sang3-soo3,詞彙分級
sang3啊,sang3-ah4,twisas-語料庫系統
sang3啊啊,sang3-ah4-ah4,twisas-語料庫系統
sannh4sannh4,sannh4-sannh4,詞彙分級
say,say,詞彙分級
se1bi2looh4,se1-bi2-looh4,itaigi
se1bi2looh4,se1-bi2-looh4,詞彙分級
se1bun3,se1-bun3,itaigi
se2bun2it8le2bun3,se2-bun2-it8-le2-bun3,itaigi
se3hu3,se3-hu3,itaigi
secret,secret,詞彙分級
seh4seh4,seh4-seh4,itaigi
seh4seh4,seh4-seh4,twisas-語料庫系統
seh4seh4呢乎,seh4-seh4-neh4-honnh4,twisas-語料庫系統
senn2,senn2,twisas-語料庫系統
she,she,詞彙分級
show,show,詞彙分級
shut,shut,詞彙分級
si1a2geh4,si1-a2-geh4,itaigi
si1a2geh4,si1-a2-geh4,詞彙分級
si1sia2mooh4,si1-sia2-mooh4,itaigi
sia1sin2,sia1-sin2,itaigi
sia2khe3,sia2-khe3,twisas-語料庫系統
sia3,sia3,詞彙分級
siah4phah4,siah4-phah4,詞彙分級
siah4tsuh4,siah4-tsuh4,twisas-語料庫系統
siak4,siak4,詞彙分級
siak4phann7,siak4-phann7,itaigi
siak4siak4,siak4-siak4,詞彙分級
sian9,sian9,twisas-語料庫系統
sian9pai2,sian9-pai2,twisas-語料庫系統
sian9senn2,sian9-senn2,twisas-語料庫系統
siang2,siang2,twisas-語料庫系統
siang2乎,siang2-honnh4,twisas-語料庫系統
siang2啊,siang2-ah4,twisas-語料庫系統
siang5仔,siang5-a2,twisas-語料庫系統
siang7,siang7,詞彙分級
siang7時,siang7-si5,詞彙分級
siang7款,siang7-khuan2,詞彙分級
siann9,siann9,twisas-語料庫系統
siat4tooh4,siat4-tooh4,itaigi
siat4tsuh4,siat4-tsuh4,itaigi
siau1,siau1,詞彙分級
side,side,詞彙分級
sih4sih4顫,sih4-sih4-tsun3,詞彙分級
sim3,sim3,itaigi
sin7啊,sin7-ah4,twisas-語料庫系統
sinn1,sinn1,twisas-語料庫系統
sioh4,sioh4,twisas-語料庫系統
sioh4入來啊,sioh4-jip8-lai5-ah4,twisas-語料庫系統
sioh4唅,sioh4-hannh4,twisas-語料庫系統
siok4哎唷哎唷,siok4-aih4-ioh4-aih4-ioh4,twisas-語料庫系統
siok8phang2,siok8-phang2,itaigi
siok8phang2𩛩,siok8-phang2-kauh4,itaigi
sioo3tooh4,sioo3-tooh4,詞彙分級
siooh4,siooh4,詞彙分級
siooh4tooh4,siooh4-tooh4,詞彙分級
sip8pan2an2,sip8-pan2-an2,itaigi
sir1be2li2lai2,sir1-be2-li2-lai2,itaigi
sir1li2pah4,sir1-li2-pah4,itaigi
sir1tian2le3sir3,sir1-tian2-le3-sir3,itaigi
sir1tian2le3su3,sir1-tian2-le3-su3,itaigi
sit4sit4,sit4-sit4,itaigi
siu1,siu1,詞彙分級
siu3thing5,siu3-thing5,twisas-語料庫系統
siuh4,siuh4,詞彙分級
siuh4siuh4,siuh4-siuh4,詞彙分級
siuh4siuh4叫,siuh4-siuh4-kio3,詞彙分級
smell,smell,詞彙分級
smile,smile,詞彙分級
sng3sng3吼,sng3-sng3-hau2,詞彙分級
so2ut4,so2-ut4,itaigi
soo1,soo1,詞彙分級
soo3su3,soo3-su3,itaigi
soo3suh4咧,soo3-suh4-leh4,itaigi
still,still,詞彙分級
su1,su1,itaigi
su1khu3ta3,su1-khu3-ta3,itaigi
su1li2pa2,su1-li2-pa2,詞彙分級
su1lit4pah4,su1-lit4-pah4,itaigi
su1pu2lin2gu3,su1-pu2-lin2-gu3,詞彙分級
su1pu2lin2guh4,su1-pu2-lin2-guh4,itaigi
su1to2lip4puh4,su1-to2-lip4-puh4,itaigi
su2sih4,su2-sih4,itaigi
